
Plainview		22194		20143		-9.24%
Plano		259841		287677		10.71%
Plantersville				594		#DIV/0!
Pleak		1044		1675		60.44%
Pleasanton		8934		10855		21.50%
Pleasant Valley		336		330		-1.79%
Plum Grove		600		726		21.00%
Point		820		926		12.93%
Point Blank		688		752		9.30%
Point Comfort		737		677		-8.14%
Point Venture		800		1033		29.13%
Ponder		1395		2369		69.82%
Port Aransas		3480		4266		22.59%
Port Arthur		53818		54280		0.86%
Port Isabel		5006		6256		24.97%
Portland		15099		17268		14.37%
Port Lavaca		12248		11854		-3.22%
Port Neches		13040		12655		-2.95%
Post		5376		5115		-4.85%
Post Oak Bend City		595		587		-1.34%
Poteet		3260		3507		7.58%
Poth		1908		2284		19.71%
Pottsboro		2160		2489		15.23%
Powell		136		146		7.35%
Poynor		305		306		0.33%
Prairie View		5576		6953		24.70%
Premont		2653		2543		-4.15%
Presidio		4426		3894		-12.02%
Primera		4070		5130		26.04%
Princeton		6807		13894		104.11%
Progreso		5507		5944		7.94%
Progreso Lakes		240		291		21.25%
Prosper		9423		24579		160.84%
Providence Village				7377		#DIV/0!
Putnam		94		93		-1.06%
Pyote		114		132		15.79%
Quanah		2641		2487		-5.83%
Queen City		1476		1436		-2.71%
Quinlan		1394		1524		9.33%
Quintana		56		94		67.86%
Quitaque		411		389		-5.35%
Quitman		1809		1849		2.21%
Ralls		1944		1806		-7.10%
Rancho Viejo		2437		2460		0.94%
Ranger		2468		2469		0.04%
Rankin		778		851		9.38%
Ransom Canyon		1096		1124		2.55%
Ravenna		209		225		7.66%
Raymondville		11284		10880		-3.58%
Red Lick		1008		1010		0.20%
Red Oak		10769		13464		25.03%
Redwater		1057		1101		4.16%
Refugio		2890		2734		-5.40%
Reklaw		379		395		4.22%
Reno		3166		3346		5.69%
Reno		2494		3204		28.47%
Retreat		377		384		1.86%
Rhome		1522		1845		21.22%
Rice		923		974		5.53%
Richardson		99223		121323		22.27%
Richland		264		273		3.41%
Richland Hills		7801		7953		1.95%
Richland Springs		338		309		-8.58%
Richmond		11679		12578		7.70%
Richwood		3510		3988		13.62%
Riesel		1007		1037		2.98%
Rio Bravo		4794		4634		-3.34%
Rio Grande City		13834		14511		4.89%
Rio Hondo		2356		2707		14.90%
Rio Vista		873		1075		23.14%
Rising Star		835		821		-1.68%
River Oaks		7427		7630		2.73%
Riverside		510		549		7.65%
Roanoke		5962		9388		57.46%
Roaring Springs		234		231		-1.28%
Robert Lee		1049		1048		-0.10%
Robinson		10509		11926		13.48%
Robstown		11487		11261		-1.97%
Roby		643		619		-3.73%
Rochester		324		307		-5.25%
Rockdale		5595		5503		-1.64%
Rockport		8766		10604		20.97%
Rocksprings		1182		1135		-3.98%
Rockwall		37490		45888		22.40%
Rocky Mound		75		75		0.00%
Rogers		1218		1252		2.79%
Rollingwood		1412		1585		12.25%
Roma		9765		11490		17.67%
Roman Forest		1538		2006		30.43%
Ropesville		434		427		-1.61%
Roscoe		1322		1285		-2.80%
Rosebud		1412		1349		-4.46%
Rose City		502		484		-3.59%
Rose Hill Acres		441		436		-1.13%
Rosenberg		30618		38307		25.11%
Ross		283		284		0.35%
Rosser		332		400		20.48%
Rotan		1508		1438		-4.64%
Round Mountain		181		169		-6.63%
Round Rock		99887		133372		33.52%
Round Top		90		90		0.00%
Rowlett		56199		67339		19.82%
Roxton		650		639		-1.69%
Royse City		9349		14702		57.26%
Rule		636		599		-5.82%
Runaway Bay		1286		1576		22.55%
Runge		1031		1138		10.38%
Rusk		5551		5602		0.92%
Sabinal		1695		1673		-1.30%
Sachse		20329		26046		28.12%
Sadler		343		383		11.66%
Saginaw		19806		24310		22.74%
St. Hedwig		2094		2488		18.82%
St. Jo		1043		1030		-1.25%
St. Paul		1066		1051		-1.41%
Salado		2126		2370		11.48%
San Angelo		93200		101004		8.37%
San Antonio		1327407		1547253		16.56%
San Augustine		2108		1888		-10.44%
San Benito		24250		24243		-0.03%
Sanctuary		329		321		-2.43%
San Diego		4488		4221		-5.95%
Sandy Oaks				4660		#DIV/0!
Sandy Point				236		#DIV/0!
San Elizario				9089		#DIV/0!
San Felipe		747		825		10.44%
Sanford		164		156		-4.88%
Sanger		6916		8732		26.26%
San Juan		33856		37008		9.31%
San Leanna		497		507		2.01%
San Marcos		44894		64776		44.29%
San Patricio		395		375		-5.06%
San Perlita		573		556		-2.97%
San Saba		3099		3168		2.23%
Sansom Park		4686		5748		22.66%
Santa Anna		1099		1007		-8.37%
Santa Clara		725		751		3.59%
Santa Fe		12222		13449		10.04%
Santa Rosa		2873		2723		-5.22%
Savoy		831		872		4.93%
Schertz		31465		42042		33.62%
Schulenburg		2852		2913		2.14%
Scotland		501		474		-5.39%
Scottsville		376		354		-5.85%
Scurry		681		781		14.68%
Seabrook		11952		14149		18.38%
Seadrift		1364		1493		9.46%
Seagoville		14835		16861		13.66%
Seagraves		2417		2936		21.47%
Sealy		6019		6446		7.09%
Seguin		25175		29992		19.13%
Selma		5540		11132		100.94%
Seminole		6430		7815		21.54%
Seven Oaks		111		129		16.22%
Seven Points		1455		1521		4.54%
Seymour		2740		2550		-6.93%
Shady Shores		2612		2865		9.69%
Shallowater		2484		2574		3.62%
Shamrock		1910		1764		-7.64%
Shavano Park		3035		3979		31.10%
Shenandoah		2134		2987		39.97%
Shepherd		2319		2413		4.05%
Sherman		38521		44002		14.23%
Shiner		2069		2162		4.49%
Shoreacres		1493		1593		6.70%
Silsbee		6611		6617		0.09%
Silverton		731		686		-6.16%
Simonton		814		884		8.60%
Sinton		5665		5354		-5.49%
Skellytown		473		449		-5.07%
Slaton		6121		5890		-3.77%
Smiley		549		570		3.83%
Smithville		3817		4515		18.29%
Smyer		474		478		0.84%
Snook		511		541		5.87%
Snyder		11202		11023		-1.60%
Socorro		32013		34370		7.36%
Somerset		1631		1965		20.48%
Somerville		1376		1465		6.47%
Sonora		3027		2786		-7.96%
Sour Lake		1813		1924		6.12%
South Houston		16983		17438		2.68%
Southlake		26575		32376		21.83%
Southmayd		992		1137		14.62%
South Mountain		384		365		-4.95%
South Padre Island		2816		2778		-1.35%
Southside Place		1715		1883		9.80%
Spearman		3368		3256		-3.33%
Splendora		1615		2255		39.63%
Spofford		95		97		2.11%
Spring Branch				254		#DIV/0!
Springlake		108		102		-5.56%
Springtown		2658		3190		20.02%
Spring Valley Village		3715		4319		16.26%
Spur		1318		1199		-9.03%
Stafford		17693		17362		-1.87%
Stagecoach		538		592		10.04%
Stamford		3124		2941		-5.86%
Stanton		2492		3000		20.39%
Staples		267		277		3.75%
Star Harbor		444		477		7.43%
Stephenville		17123		21247		24.08%
Sterling City		888		998		12.39%
Stinnett		1881		1770		-5.90%
Stockdale		1442		1649		14.36%
Stratford		2017		2057		1.98%
Strawn		653		671		2.76%
Streetman		247		246		-0.40%
Sudan		958		895		-6.58%
Sugar Land		78817		118488		50.33%
Sullivan City		4002		4170		4.20%
Sulphur Springs		15449		16234		5.08%
Sundown		1397		1425		2.00%
Sunnyvale		5130		6841		33.35%
Sunray		1926		1812		-5.92%
Sunrise Beach Village		713		796		11.64%
Sunset Valley		749		672		-10.28%
Sun Valley		69		83		20.29%
Surfside Beach		482		579		20.12%
Sweeny		3684		3717		0.90%
Sweetwater		10906		10469		-4.01%
Taft		3048		2867		-5.94%
Tahoka		2673		2649		-0.90%
Talco		516		497		-3.68%
Talty		1535		2760		79.80%
Tatum		1385		1384		-0.07%
Taylor		15191		17383		14.43%
Taylor Lake Village		3544		3571		0.76%
Taylor Landing		228		240		5.26%
Teague		3560		3515		-1.26%
Tehuacana		283		279		-1.41%
Temple		66102		78439		18.66%
Tenaha		1160		1146		-1.21%
Terrell		15816		18869		19.30%
Terrell Hills		4878		5447		11.66%
Texarkana		36411		36317		-0.26%
Texas City		45099		50094		11.08%
Texhoma		346		323		-6.65%
Texline		507		539		6.31%
The Colony		36328		44438		22.32%
The Hills		2472		2487		0.61%
Thompsons		246		350		42.28%
Thorndale		1336		1302		-2.54%
Thornton		526		524		-0.38%
Thorntonville		476		541		13.66%
Thrall		839		977		16.45%
Three Rivers		1848		1949		5.47%
Throckmorton		828		761		-8.09%
Tiki Island		968		1065		10.02%
Timbercreek Canyon		418		471		12.68%
Timpson		1155		1134		-1.82%
Tioga		803		1051		30.88%
Tira		297		313		5.39%
Toco		75		76		1.33%
Todd Mission		107		114		6.54%
Tolar		681		1004		47.43%
Tomball		10753		11778		9.53%
Tom Bean		1045		1081		3.44%
Tool		2240		2302		2.77%
Toyah		90		108		20.00%
Trent		337		349		3.56%
Trenton		635		683		7.56%
Trinidad		886		870		-1.81%
Trinity		2697		2756		2.19%
Trophy Club		8024		12451		55.17%
Troup		1869		2044		9.36%
Troy		1645		2016		22.55%
Tulia		4967		4655		-6.28%
Turkey		421		378		-10.21%
Tuscola		742		739		-0.40%
Tye		1242		1333		7.33%
Tyler		96900		106985		10.41%
Uhland		1014		1294		27.61%
Uncertain		94		92		-2.13%
Union Grove		357		385		7.84%
Union Valley		307		398		29.64%
Universal City		18530		20890		12.74%
University Park		23068		24985		8.31%
Uvalde		15751		16001		1.59%
Valentine		134		133		-0.75%
Valley Mills		1203		1180		-1.91%
Valley View		757		845		11.62%
Van		2632		2741		4.14%
Van Alstyne		3046		4378		43.73%
Van Horn		2063		1870		-9.36%
Vega		884		924		4.52%
Venus		2960		4368		47.57%
Vernon		11002		10323		-6.17%
Victoria		62592		66916		6.91%
Vidor		10579		10403		-1.66%
Vinton		1971		2022		2.59%
Volente		520		599		15.19%
Von Ormy		1085		1287		18.62%
Waco		124805		139236		11.56%
Waelder		1065		1133		6.38%
Wake Village		5492		5327		-3.00%
Waller		2326		3488		49.96%
Wallis		1252		1303		4.07%
Walnut Springs		827		868		4.96%
Warren City		298		305		2.35%
Waskom		2160		2190		1.39%
Watauga		23497		24481		4.19%
Waxahachie		29621		37988		28.25%
Weatherford		25250		33547		32.86%
Webberville		392		485		23.72%
Webster		10400		11451		10.11%
Weimar		2151		2226		3.49%
Weinert		172		162		-5.81%
Weir		450		530		17.78%
Wellington		2189		2068		-5.53%
Wellman		203		203		0.00%
Wells		790		792		0.25%
Weslaco		35670		41629		16.71%
West		2807		2986		6.38%
Westbrook		253		244		-3.56%
West Columbia		3905		3830		-1.92%
Westlake		992		1709		72.28%
West Lake Hills		3063		3286		7.28%
Weston		563		540		-4.09%
Weston Lakes		2482		4003		61.28%
West Orange		3443		3223		-6.39%
Westover Hills		682		683		0.15%
West Tawakoni		1576		2006		27.28%
West University Place		14787		15585		5.40%
Westworth Village		2472		2757		11.53%
Wharton		8832		8637		-2.21%
Wheeler		1592		1477		-7.22%
White Deer		1000		955		-4.50%
Whiteface		449		412		-8.24%
Whitehouse		7660		8905		16.25%
White Oak		6469		6322		-2.27%
Whitesboro		3793		4120		8.62%
White Settlement		16116		17851		10.77%
Whitewright		1604		1721		7.29%
Whitney		2087		2162		3.59%
Wichita Falls		104553		104683		0.12%
Wickett		498		559		12.25%
Willis		5662		7028		24.13%
Willow Park		3982		5842		46.71%
Wills Point		3524		3651		3.60%
Wilmer		3682		4772		29.60%
Wilson		489		490		0.20%
Wimberley		2626		3232		23.08%
Windcrest		5364		5876		9.55%
Windom		199		205		3.02%
Windthorst		409		379		-7.33%
Winfield		524		520		-0.76%
Wink		940		1028		9.36%
Winnsboro		3434		3299		-3.93%
Winona		576		608		5.56%
Winters		2562		2448		-4.45%
Wixon Valley		254		253		-0.39%
Wolfe City		1412		1480		4.82%
Wolfforth		3670		5486		49.48%
Woodbranch		1282		1441		12.40%
Woodcreek		1457		1716		17.78%
Woodloch		207		208		0.48%
Woodsboro		1512		1410		-6.75%
Woodson		264		241		-8.71%
Woodville		2586		2428		-6.11%
Woodway		8452		9024		6.77%
Wortham		1073		996		-7.18%
Wylie		41427		53067		28.10%
Yantis		388		428		10.31%
Yoakum		5815		5940		2.15%
Yorktown		2092		2050		-2.01%
Zavalla		713		710		-0.42%
